ApplicationID,Channel,Date,MessageType,ResponseTime (hours)
A03088,Email,2024-07-27,Follow-Up,12
A03089,WhatsApp,2023-12-25,Thank You,
A03090,Email,2024-02-22,Follow-Up,48
A03091,Phone Call,2024-02-05,Reminder,24
A03092,Email,2024-06-03,Thank You,6
A03093,WhatsApp,2024-06-05,Follow-Up,48
A03094,Phone Call,2024-05-22,Reminder,12
A03095,WhatsApp,2024-04-21,Follow-Up,4
A03096,WhatsApp,2024-09-06,Application Status,48
A03097,Phone Call,2024-06-17,Follow-Up,2
A03098,Email,2024-06-10,Reminder,48
A03099,WhatsApp,2024-11-25,Reminder,6
A03100,Email,2024-07-27,Thank You,12
A03101,WhatsApp,2024-09-06,Application Status,12
A03102,Phone Call,2024-05-05,Thank You,12
A03103,WhatsApp,2024-07-02,Application Status,24
A03104,Email,2024-06-28,Application Status,2
A03105,Phone Call,2024-09-13,Reminder,2
A03106,Phone Call,2024-03-20,Reminder,4
A03107,Email,2024-02-19,Thank You,12
A03108,Email,2024-03-12,Application Status,12
A03109,Email,2024-03-13,Thank You,24
A03110,Phone Call,2024-02-19,Thank You,12
A03111,Email,2024-09-17,Application Status,24
A03112,Phone Call,2024-12-05,Follow-Up,4
A03113,Phone Call,2024-10-11,Application Status,24
A03114,Email,2024-01-09,Follow-Up,2
A03115,WhatsApp,2024-03-12,Application Status,12
A03116,Phone Call,2024-11-24,Reminder,48
A03117,WhatsApp,2024-03-05,Reminder,6
A03118,Email,2024-06-02,Thank You,48
A03119,WhatsApp,2024-08-30,Thank You,4
A03120,WhatsApp,2024-04-26,Thank You,12
A03121,WhatsApp,2024-12-08,Reminder,
A03122,Phone Call,2024-04-16,Application Status,2
A03123,Phone Call,2024-03-04,Application Status,48
A03124,Phone Call,2024-10-18,Thank You,6
A03125,Phone Call,2024-07-13,Thank You,24
A03126,WhatsApp,2024-09-14,Application Status,24
A03127,WhatsApp,2024-10-24,Follow-Up,48
A03128,WhatsApp,2024-09-18,Reminder,2
A03129,WhatsApp,2024-09-23,Application Status,6
A03130,Email,2024-03-31,Application Status,
A03131,Email,2023-12-26,Application Status,6
A03132,Email,2024-09-09,Application Status,
A03133,WhatsApp,2024-07-31,Thank You,24
A03134,WhatsApp,2024-11-05,Reminder,6
A03135,WhatsApp,2024-01-13,Follow-Up,12
A03136,WhatsApp,2024-05-27,Application Status,24
A03137,Phone Call,2024-10-15,Thank You,4
A03138,WhatsApp,2024-01-22,Thank You,48
A03139,WhatsApp,2024-10-26,Application Status,6
A03140,Email,2024-10-25,Thank You,6
A03141,Email,2024-04-05,Follow-Up,12
A03142,Email,2024-02-02,Thank You,48
A03143,Email,2024-10-04,Reminder,24
A03144,WhatsApp,2024-01-10,Thank You,2
A03145,Phone Call,2024-11-12,Thank You,2
A03146,Email,2024-05-28,Application Status,6
A03147,Phone Call,2024-04-15,Thank You,12
A03148,Email,2024-03-25,Application Status,4
A03149,WhatsApp,2024-05-18,Reminder,2
A03150,WhatsApp,2024-09-20,Thank You,4
A03151,Email,2024-10-30,Follow-Up,12
A03152,Email,2024-06-02,Thank You,2
A03153,Email,2024-02-23,Thank You,2
A03154,WhatsApp,2024-05-15,Application Status,
A03155,Email,2024-08-26,Application Status,48
A03156,WhatsApp,2024-09-07,Reminder,48
A03157,Phone Call,2024-07-12,Thank You,24
A03158,Email,2024-01-29,Application Status,12
A03159,Email,2024-12-08,Follow-Up,6
A03160,WhatsApp,2024-08-13,Thank You,
A03161,Phone Call,2023-12-30,Reminder,48
A03162,Email,2024-02-21,Reminder,4
A03163,Email,2024-09-30,Thank You,24
A03164,Phone Call,2024-03-24,Follow-Up,48
A03165,Phone Call,2024-04-03,Application Status,4
A03166,Phone Call,2024-08-23,Follow-Up,6
A03167,Email,2024-04-09,Reminder,12
A03168,Email,2024-11-03,Application Status,
A03169,Phone Call,2024-08-23,Application Status,2
A03170,Email,2024-05-10,Thank You,2
A03171,Email,2024-04-25,Follow-Up,4
A03172,Email,2024-02-24,Reminder,24
A03173,Email,2024-02-21,Reminder,4
A03174,WhatsApp,2024-01-08,Reminder,12
A03175,WhatsApp,2024-11-03,Application Status,48
A03176,Email,2024-05-09,Thank You,4
A03177,Email,2023-12-10,Application Status,2
A03178,WhatsApp,2024-09-09,Reminder,2
A03179,Phone Call,2024-06-11,Follow-Up,4
A03180,Phone Call,2024-03-21,Follow-Up,12
A03181,Phone Call,2024-03-01,Thank You,48
A03182,Email,2024-09-13,Thank You,24
A03183,Email,2024-06-12,Thank You,4
A03184,WhatsApp,2023-12-30,Follow-Up,
A03185,WhatsApp,2024-07-23,Follow-Up,6
A03186,Phone Call,2024-06-20,Follow-Up,2
A03187,Phone Call,2024-07-19,Application Status,12
A03188,WhatsApp,2024-10-12,Follow-Up,24
A03189,WhatsApp,2024-09-12,Reminder,
A03190,Phone Call,2024-01-21,Application Status,4
A03191,Email,2024-09-04,Thank You,
A03192,Phone Call,2024-12-09,Follow-Up,12
A03193,Email,2024-02-02,Application Status,2
A03194,Phone Call,2024-04-03,Reminder,24
A03195,Phone Call,2024-08-23,Thank You,6
A03196,WhatsApp,2024-01-31,Follow-Up,2
A03197,Phone Call,2024-06-14,Application Status,
A03198,WhatsApp,2024-10-05,Application Status,24
A03199,Phone Call,2024-11-12,Follow-Up,2
A03200,Phone Call,2024-02-21,Follow-Up,24
A03201,Phone Call,2024-11-21,Application Status,6
A03202,Phone Call,2023-12-19,Application Status,48
A03203,WhatsApp,2024-06-26,Follow-Up,6
A03204,WhatsApp,2024-06-19,Follow-Up,24
A03205,WhatsApp,2024-02-17,Reminder,24
A03206,Email,2024-08-07,Thank You,48
A03207,WhatsApp,2024-05-08,Reminder,2
A03208,WhatsApp,2024-06-16,Follow-Up,2
A03209,Phone Call,2024-02-17,Thank You,12
A03210,WhatsApp,2024-05-24,Thank You,48
A03211,Email,2024-06-08,Application Status,12
A03212,Email,2024-01-18,Follow-Up,48
A03213,WhatsApp,2024-02-09,Application Status,4
A03214,Email,2024-03-02,Follow-Up,12
A03215,WhatsApp,2024-05-21,Reminder,6
A03216,Email,2024-11-29,Reminder,4
A03217,Phone Call,2024-07-15,Application Status,6
A03218,WhatsApp,2024-06-20,Follow-Up,48
A03219,Phone Call,2024-06-09,Follow-Up,48
A03220,Phone Call,2024-08-10,Follow-Up,4
A03221,Phone Call,2024-05-27,Thank You,
A03222,Email,2023-12-26,Thank You,24
A03223,WhatsApp,2024-04-27,Application Status,
A03224,Phone Call,2024-06-25,Thank You,6
A03225,Email,2024-06-09,Reminder,
A03226,Phone Call,2024-06-29,Thank You,4
A03227,Email,2024-03-07,Follow-Up,24
A03228,WhatsApp,2024-09-07,Reminder,24
A03229,Email,2024-05-11,Application Status,6
A03230,WhatsApp,2023-12-30,Reminder,12
A03231,Email,2024-04-06,Follow-Up,4
A03232,Email,2024-01-10,Thank You,4
A03233,Email,2024-06-29,Reminder,6
A03234,WhatsApp,2024-01-06,Application Status,12
A03235,Email,2024-08-28,Thank You,
A03236,Email,2024-08-18,Application Status,24
A03237,WhatsApp,2024-07-15,Thank You,24
A03238,Phone Call,2024-09-01,Follow-Up,12
A03239,Email,2024-06-04,Application Status,4
A03240,WhatsApp,2024-09-04,Thank You,6
A03241,Email,2024-01-09,Thank You,6
A03242,WhatsApp,2024-11-05,Application Status,6
A03243,Email,2024-01-25,Follow-Up,2
A03244,Phone Call,2024-07-28,Reminder,6
A03245,WhatsApp,2024-01-11,Follow-Up,6
A03246,WhatsApp,2024-05-06,Application Status,48
A03247,WhatsApp,2024-09-01,Follow-Up,24
A03248,Email,2024-06-17,Application Status,6
A03249,WhatsApp,2024-04-25,Follow-Up,12
A03250,Phone Call,2024-05-26,Reminder,4
A03251,Email,2024-03-03,Reminder,
A03252,Email,2024-02-16,Thank You,6
A03253,Phone Call,2024-10-20,Reminder,12
A03254,Phone Call,2024-11-08,Thank You,6
A03255,WhatsApp,2024-02-10,Follow-Up,4
A03256,Phone Call,2024-11-03,Application Status,24
A03257,Phone Call,2023-12-23,Thank You,4
A03258,Phone Call,2024-04-01,Follow-Up,24
A03259,Phone Call,2024-05-12,Follow-Up,6
A03260,WhatsApp,2023-12-30,Application Status,
A03261,Phone Call,2024-08-11,Application Status,6
A03262,WhatsApp,2024-02-21,Reminder,4
A03263,Email,2024-08-16,Follow-Up,
A03264,WhatsApp,2024-01-15,Application Status,
A03265,Email,2024-07-25,Follow-Up,4
A03266,Phone Call,2023-12-14,Reminder,
A03267,WhatsApp,2024-10-10,Reminder,12
A03268,Phone Call,2024-06-12,Follow-Up,6
A03269,WhatsApp,2024-10-24,Application Status,4
A03270,Email,2023-12-25,Follow-Up,4
A03271,Email,2024-11-09,Thank You,4
A03272,Phone Call,2024-10-15,Application Status,4
A03273,WhatsApp,2024-01-10,Application Status,24
A03274,WhatsApp,2024-02-10,Thank You,48
A03275,Phone Call,2024-08-31,Follow-Up,12
A03276,WhatsApp,2024-04-04,Application Status,6
A03277,Email,2024-08-08,Thank You,48
A03278,Email,2024-03-07,Application Status,48
A03279,WhatsApp,2024-04-13,Follow-Up,12
A03280,WhatsApp,2023-12-20,Thank You,
A03281,WhatsApp,2024-04-27,Thank You,24
A03282,WhatsApp,2024-07-24,Application Status,
A03283,Phone Call,2024-09-19,Follow-Up,48
A03284,WhatsApp,2024-09-30,Thank You,2
A03285,Email,2024-08-24,Reminder,48
A03286,Phone Call,2024-03-04,Follow-Up,48
A03287,Phone Call,2024-11-22,Application Status,6
A03288,Phone Call,2024-04-19,Application Status,
A03289,WhatsApp,2024-10-28,Thank You,24
A03290,Phone Call,2024-03-28,Reminder,4
A03291,Phone Call,2024-07-25,Follow-Up,2
A03292,Phone Call,2024-02-29,Reminder,6
A03293,Phone Call,2024-09-23,Reminder,2
A03294,Email,2024-02-07,Application Status,12
A03295,WhatsApp,2024-02-11,Reminder,4
A03296,WhatsApp,2024-04-16,Thank You,
A03297,WhatsApp,2024-04-05,Follow-Up,12
A03298,WhatsApp,2024-11-15,Thank You,6
A03299,Phone Call,2023-12-13,Thank You,48
A03300,WhatsApp,2024-09-13,Application Status,48
A03301,Email,2024-10-12,Follow-Up,
A03302,WhatsApp,2023-12-27,Follow-Up,4
A03303,Email,2024-10-05,Application Status,
A03304,Email,2024-09-07,Application Status,48
A03305,Phone Call,2024-07-16,Reminder,48
A03306,WhatsApp,2024-06-10,Follow-Up,12
A03307,Email,2024-02-23,Follow-Up,2
A03308,Phone Call,2024-07-28,Application Status,4
A03309,WhatsApp,2024-09-01,Follow-Up,
A03310,Phone Call,2024-02-09,Thank You,24
A03311,Phone Call,2024-05-08,Follow-Up,24
A03312,Phone Call,2024-05-25,Reminder,48
A03313,Email,2024-02-09,Thank You,48
A03314,Email,2024-07-08,Reminder,6
A03315,WhatsApp,2023-12-21,Reminder,6
A03316,Phone Call,2024-04-17,Reminder,24
A03317,Phone Call,2024-11-19,Application Status,2
A03318,Email,2024-11-03,Reminder,12
A03319,WhatsApp,2024-08-05,Follow-Up,24
A03320,WhatsApp,2024-02-12,Follow-Up,24
A03321,Email,2024-07-31,Follow-Up,12
A03322,WhatsApp,2024-02-08,Thank You,12
A03323,Phone Call,2024-10-26,Application Status,12
A03324,WhatsApp,2024-10-19,Follow-Up,12
A03325,WhatsApp,2024-02-25,Reminder,24
A03326,WhatsApp,2024-03-27,Reminder,48
A03327,Email,2024-03-10,Thank You,4
A03328,WhatsApp,2024-02-03,Thank You,
A03329,Phone Call,2023-12-10,Follow-Up,24
A03330,Phone Call,2024-07-18,Reminder,12
A03331,WhatsApp,2024-11-12,Reminder,24
A03332,Phone Call,2024-01-28,Thank You,6
A03333,Email,2024-04-17,Reminder,2
A03334,WhatsApp,2023-12-30,Reminder,6
A03335,WhatsApp,2024-03-15,Reminder,48
A03336,Email,2024-01-02,Application Status,48
A03337,Phone Call,2024-06-05,Thank You,12
A03338,Email,2024-07-18,Application Status,48
A03339,Phone Call,2024-09-11,Follow-Up,48
A03340,Phone Call,2024-01-14,Reminder,12
A03341,Phone Call,2024-05-23,Follow-Up,2
A03342,WhatsApp,2024-10-14,Thank You,12
A03343,Phone Call,2024-07-02,Application Status,4
A03344,Phone Call,2024-04-23,Thank You,12
A03345,Phone Call,2024-10-20,Follow-Up,4
A03346,Email,2024-11-27,Follow-Up,6
A03347,WhatsApp,2024-08-04,Application Status,
A03348,WhatsApp,2023-12-12,Application Status,6
A03349,Email,2024-11-15,Thank You,2
A03350,WhatsApp,2024-08-08,Reminder,4
A03351,Email,2024-08-14,Thank You,
A03352,Phone Call,2024-08-13,Application Status,
A03353,Email,2024-04-11,Thank You,
A03354,Email,2024-10-03,Follow-Up,4
A03355,Email,2024-02-22,Follow-Up,6
A03356,Phone Call,2024-07-29,Thank You,48
A03357,Email,2024-10-22,Thank You,4
A03358,WhatsApp,2024-05-28,Thank You,6
A03359,WhatsApp,2024-04-12,Follow-Up,12
A03360,Phone Call,2024-05-21,Reminder,48
A03361,WhatsApp,2024-10-26,Reminder,2
A03362,Phone Call,2024-07-29,Follow-Up,6
A03363,Email,2024-01-14,Application Status,
A03364,WhatsApp,2024-09-24,Application Status,4
A03365,Email,2024-11-20,Application Status,12
A03366,Phone Call,2024-02-13,Reminder,2
A03367,WhatsApp,2024-10-13,Reminder,4
A03368,Email,2024-09-09,Follow-Up,4
A03369,Email,2024-06-05,Application Status,4
A03370,Phone Call,2024-11-08,Follow-Up,48
A03371,Email,2024-04-25,Reminder,24
A03372,Email,2024-07-04,Application Status,48
A03373,Phone Call,2024-08-22,Reminder,6
A03374,WhatsApp,2024-09-29,Application Status,4
A03375,WhatsApp,2024-08-08,Thank You,12
A03376,Phone Call,2024-09-18,Follow-Up,2
A03377,Email,2024-11-09,Reminder,2
A03378,Email,2024-11-27,Application Status,24
A03379,Email,2024-10-08,Reminder,12
A03380,Email,2024-07-31,Follow-Up,
A03381,Phone Call,2024-08-08,Follow-Up,4
A03382,Email,2024-10-27,Reminder,
A03383,Phone Call,2024-11-04,Reminder,24
A03384,WhatsApp,2024-01-26,Thank You,24
A03385,Phone Call,2024-05-16,Application Status,
A03386,Email,2024-04-25,Application Status,2
A03387,Phone Call,2024-03-18,Thank You,48
A03388,Email,2024-03-12,Thank You,2
A03389,Email,2024-07-31,Follow-Up,2
A03390,Phone Call,2024-05-02,Follow-Up,4
A03391,WhatsApp,2024-03-29,Reminder,
A03392,Email,2024-12-09,Reminder,48
A03393,Phone Call,2024-11-10,Follow-Up,6
A03394,Email,2024-11-30,Follow-Up,
A03395,Phone Call,2024-08-17,Follow-Up,12
A03396,WhatsApp,2024-02-05,Reminder,
A03397,Phone Call,2024-11-03,Follow-Up,2
A03398,Phone Call,2023-12-16,Follow-Up,
A03399,Phone Call,2024-05-16,Follow-Up,4
A03400,Phone Call,2024-08-23,Follow-Up,4
A03401,WhatsApp,2024-03-03,Reminder,6
A03402,WhatsApp,2024-11-08,Follow-Up,
A03403,WhatsApp,2023-12-27,Follow-Up,4
A03404,WhatsApp,2024-10-03,Thank You,
A03405,Email,2024-06-03,Reminder,12
A03406,Phone Call,2024-06-07,Follow-Up,6
A03407,Phone Call,2024-07-23,Follow-Up,12
A03408,WhatsApp,2024-11-09,Reminder,4
A03409,Phone Call,2024-10-04,Application Status,
A03410,Email,2024-10-30,Reminder,4
A03411,WhatsApp,2024-02-15,Application Status,12
A03412,WhatsApp,2024-03-07,Thank You,12
A03413,Email,2024-04-02,Application Status,6
A03414,Phone Call,2024-08-30,Application Status,48
A03415,Phone Call,2024-02-07,Thank You,24
A03416,Phone Call,2024-08-20,Thank You,12
A03417,Phone Call,2024-04-15,Thank You,2
A03418,Phone Call,2024-08-26,Application Status,48
A03419,Phone Call,2024-11-28,Follow-Up,2
A03420,WhatsApp,2024-01-21,Thank You,
A03421,Email,2024-08-11,Thank You,2
A03422,Phone Call,2024-08-17,Reminder,24
A03423,WhatsApp,2024-08-14,Reminder,
A03424,WhatsApp,2024-06-19,Application Status,4
A03425,WhatsApp,2024-06-26,Thank You,12
A03426,WhatsApp,2024-06-07,Reminder,24
A03427,WhatsApp,2024-09-23,Reminder,
A03428,Phone Call,2024-04-02,Reminder,6
A03429,Phone Call,2024-02-10,Application Status,4
A03430,WhatsApp,2024-01-09,Follow-Up,2
A03431,WhatsApp,2024-05-18,Reminder,4
A03432,Email,2024-03-25,Application Status,
A03433,Phone Call,2024-07-07,Thank You,24
A03434,Email,2024-11-29,Follow-Up,4
A03435,WhatsApp,2024-09-04,Application Status,4
A03436,Email,2024-09-18,Follow-Up,6
A03437,Email,2024-03-21,Application Status,12
A03438,Email,2024-12-08,Application Status,12
A03439,Phone Call,2024-09-02,Reminder,48
A03440,Email,2024-11-24,Reminder,48
A03441,WhatsApp,2024-04-05,Follow-Up,24
A03442,Email,2024-10-03,Reminder,12
A03443,Email,2024-05-01,Application Status,6
A03444,Phone Call,2024-11-11,Reminder,24
A03445,Phone Call,2024-05-30,Thank You,6
A03446,WhatsApp,2024-03-20,Application Status,2
A03447,Phone Call,2024-04-16,Follow-Up,24
A03448,Email,2024-02-05,Application Status,4
A03449,Email,2024-01-24,Thank You,2
A03450,WhatsApp,2024-06-03,Follow-Up,2
A03451,Phone Call,2024-01-26,Application Status,24
A03452,Phone Call,2024-03-25,Thank You,4
A03453,Phone Call,2024-08-14,Thank You,24
A03454,WhatsApp,2024-11-17,Follow-Up,
A03455,WhatsApp,2024-11-25,Follow-Up,4
A03456,WhatsApp,2024-01-13,Thank You,12
A03457,Phone Call,2024-07-05,Follow-Up,24
A03458,Email,2024-01-18,Reminder,48
A03459,Phone Call,2024-01-28,Reminder,4
A03460,Email,2024-11-03,Thank You,48
A03461,Email,2024-11-04,Reminder,6
A03462,Email,2024-07-16,Application Status,6
A03463,WhatsApp,2024-03-06,Thank You,12
A03464,Phone Call,2023-12-31,Reminder,4
A03465,WhatsApp,2024-02-25,Follow-Up,
A03466,Phone Call,2024-08-01,Follow-Up,2
A03467,Email,2024-07-24,Application Status,24
A03468,WhatsApp,2024-01-25,Thank You,24
A03469,WhatsApp,2024-08-31,Thank You,4
A03470,Email,2024-02-07,Application Status,2
A03471,WhatsApp,2024-10-04,Follow-Up,6
A03472,Phone Call,2024-07-02,Reminder,48
A03473,Phone Call,2024-11-10,Application Status,
A03474,WhatsApp,2024-03-28,Application Status,24
A03475,Email,2024-02-25,Follow-Up,
A03476,Phone Call,2024-03-13,Thank You,
A03477,Phone Call,2024-08-05,Reminder,6
A03478,WhatsApp,2024-07-24,Reminder,
A03479,Phone Call,2024-07-21,Reminder,4
A03480,Email,2024-09-02,Follow-Up,4
A03481,Phone Call,2024-01-08,Application Status,2
A03482,Email,2024-02-08,Follow-Up,6
A03483,Email,2024-11-23,Follow-Up,4
A03484,WhatsApp,2024-08-24,Follow-Up,
A03485,Email,2024-02-13,Follow-Up,24
A03486,Phone Call,2024-10-20,Thank You,6
A03487,Phone Call,2024-10-11,Thank You,48
A03488,WhatsApp,2024-08-11,Thank You,4
A03489,Phone Call,2024-09-02,Reminder,
A03490,Email,2023-12-14,Follow-Up,12
A03491,WhatsApp,2024-08-22,Thank You,24
A03492,Phone Call,2024-11-13,Follow-Up,2
A03493,Email,2024-03-25,Follow-Up,6
A03494,Phone Call,2024-08-20,Follow-Up,
A03495,WhatsApp,2024-06-24,Reminder,
A03496,Phone Call,2024-06-26,Application Status,48
A03497,Phone Call,2023-12-25,Reminder,
A03498,WhatsApp,2024-10-01,Follow-Up,12
A03499,Phone Call,2024-09-16,Application Status,24
A03500,Email,2024-03-26,Application Status,12
A03501,WhatsApp,2023-12-18,Follow-Up,6
A03502,Phone Call,2024-04-07,Thank You,48
A03503,Email,2024-09-15,Thank You,6
A03504,Phone Call,2024-10-26,Follow-Up,24
A03505,Email,2024-11-24,Follow-Up,6
A03506,Phone Call,2024-03-24,Application Status,24
A03507,Phone Call,2024-11-09,Follow-Up,4
A03508,Phone Call,2023-12-13,Follow-Up,24
A03509,WhatsApp,2024-06-04,Follow-Up,12
A03510,WhatsApp,2024-07-18,Application Status,48
A03511,Phone Call,2024-04-11,Reminder,4
A03512,Phone Call,2024-11-30,Reminder,
A03513,WhatsApp,2024-08-20,Thank You,6
A03514,Phone Call,2024-07-04,Application Status,4
A03515,WhatsApp,2024-05-20,Follow-Up,48
A03516,Email,2024-08-15,Application Status,24
A03517,Phone Call,2024-02-17,Application Status,6
A03518,Email,2024-08-01,Reminder,6
A03519,WhatsApp,2024-03-01,Reminder,6
A03520,Email,2024-07-10,Thank You,6
A03521,Phone Call,2024-04-24,Application Status,
A03522,Email,2024-08-07,Reminder,12
A03523,Email,2024-11-14,Thank You,6
A03524,Phone Call,2024-10-06,Thank You,48
A03525,Email,2024-02-20,Application Status,2
A03526,Phone Call,2023-12-31,Reminder,12
A03527,WhatsApp,2024-02-02,Thank You,2
A03528,Email,2024-06-17,Thank You,6
A03529,Phone Call,2024-05-21,Follow-Up,6
A03530,WhatsApp,2024-01-16,Reminder,24
A03531,Phone Call,2024-11-12,Application Status,2
A03532,WhatsApp,2024-03-25,Reminder,6
A03533,Email,2024-02-18,Thank You,4
A03534,Phone Call,2024-01-23,Follow-Up,6
A03535,Phone Call,2024-02-01,Application Status,24
A03536,WhatsApp,2024-05-02,Follow-Up,48
A03537,Email,2024-05-19,Application Status,6
A03538,Email,2024-04-30,Reminder,4
A03539,WhatsApp,2024-10-25,Follow-Up,12
A03540,WhatsApp,2024-04-07,Application Status,
A03541,Phone Call,2024-10-19,Follow-Up,
A03542,Phone Call,2024-10-20,Reminder,4
A03543,WhatsApp,2024-06-02,Application Status,6
A03544,Email,2024-07-13,Follow-Up,12
A03545,Email,2024-10-25,Reminder,2
A03546,WhatsApp,2024-02-29,Application Status,12
A03547,Phone Call,2024-09-29,Application Status,
A03548,Phone Call,2023-12-21,Follow-Up,48
A03549,Email,2024-11-14,Reminder,6
A03550,Email,2024-02-10,Application Status,6
A03551,Phone Call,2024-11-14,Application Status,4
A03552,WhatsApp,2024-06-22,Application Status,6
A03553,Email,2024-05-21,Reminder,24
A03554,Email,2024-10-14,Application Status,4
A03555,Phone Call,2024-05-23,Follow-Up,24
A03556,Email,2024-04-05,Follow-Up,2
A03557,Phone Call,2024-01-21,Application Status,24
A03558,Phone Call,2024-08-20,Application Status,2
A03559,Phone Call,2024-10-07,Reminder,6
A03560,Phone Call,2024-03-20,Thank You,12
A03561,Phone Call,2024-02-17,Application Status,6
A03562,Phone Call,2024-11-04,Thank You,4
A03563,WhatsApp,2024-08-31,Thank You,2
A03564,Phone Call,2024-03-22,Thank You,
A03565,Email,2024-03-08,Application Status,
A03566,WhatsApp,2024-02-20,Reminder,24
A03567,WhatsApp,2024-08-25,Thank You,12
A03568,Email,2024-05-23,Thank You,24
A03569,Phone Call,2024-10-24,Application Status,48
A03570,Phone Call,2023-12-20,Application Status,6
A03571,Email,2024-01-01,Thank You,
A03572,Phone Call,2023-12-16,Reminder,24
A03573,Email,2024-11-23,Thank You,4
A03574,Email,2024-12-08,Follow-Up,24
A03575,Email,2024-09-09,Follow-Up,12
A03576,Phone Call,2024-05-22,Application Status,2
